web-scraper-order,web-scraper-start-url,link,link-href,title,text
"1529175896-1","http://zelda.wikia.com/wiki/Category:Books","Zelda's Research Notes","http://zelda.wikia.com/wiki/Zelda%27s_Research_Notes","Zelda's Research Notes","[{""text"":""\""Today I met with Impa of the Sheikah tribe and began my research into the ancient technology in the earnest. Impa introduced me to Purah and Robbie, other respected members of her tribe. Tomorrow I embark on an excavation with them. We hope to find ancient tech with which to operate the Guidance Stones.  \""""},{""text"":""\""Today we uncovered some ancient technology that we believe may have the power to control the Guidance Stone. It is a rectangular object, small enough to be held in my two hands. Sheikah text is featured prominently on it. It is made of an unknown material, but we believe it is the same as the shrines scattered across each region. Impa proposed that I hold on to it for now. I hope that it leads to some new developments in our research.\""""},{""text"":""\""The stone relic we discovered has been named. We are calling it the Sheikah Slate. We have not found any mention of a name for this object in the records we have unearthed so far... Nevertheless, Purah insisted we call it the Sheikah Slate, as the relic is a slate made by the Sheikah tribe. Feels a bit on the nose to me, but it was not a fight I thought I could win.\""""},{""text"":""\""We did it. We were finally able to restore some functionality to the Sheikah Slate. We have discovered that this stone slate is capable of producing...images. Perfect likenesses of the things you point it at. Unlike normal pictures drawn by hand, this requires no artist to capture anything in perfect detail. I deeply admire the accomplishments of Sheikah technology. Still...I know there is more to learn. There must be. We believe the Sheikah Slate may have a function that will allow it to control the Guidance Stone. We must continue our research, and quickly.\""""},{""text"":""\""We have started training the Champions who will pilot the Divine Beasts. It may sound rude that I found this unexpected, but Mipha mastered the controls with surprising ease. Daruk struggled at first but eventually got the hang of it. Urbosa and Revali both managed just fine as well. I can finally see the light of hope in our fight against the rising Calamity.\""""},{""text"":""\""Robbie has restored mobility to many of the Guardians we've excavated. ...But we have still yet to find all of the Guardians. Records mention a greater number of them—and even other types. They are said to be stored in five giant columns that rest beneath Hyrule Castle. The thing is... No matter how I search beneath the castle, I can't seem to locate these columns. They must be buried deep. Were they perhaps designed to sense the appearance of Calamity Ganon and to only activate upon his return?\""""},{""text"":""\""Countless ancient structures are being discovered across Hyrule...but all attempts to enter them have failed. Records indicate that these are facilities designed to train the hero who is fated to combat the Calamity. But the crucial activation mechanism remains a mystery. Is the Sheikah Slate the key to activating them? That is Purah's theory, and I concur. And yet, my experiments so far have been fruitless. Still, we must exhaustively investigate all means of opposing the Calamity. We must not give up, no matter what!\""""},{""text"":""\""I spoke with Purah about the Shrine of Resurrection we discovered earlier. As we speculated, this particular shrine is, in fact, a medical facility with the power to heal. It also has a long-term stasis function that can be activated and maintained until healing is complete. In the war against the Calamity 10,000 years ago...were the injuries so great as to necessitate such a facility? If so, I will remain uneasy until we have made all adjustments necessary to restore it to full working order. I can only pray that even if Calamity Ganon returns, our battle will not require the Shrine of Resurrection's power...\""""}]"
"1529176021-51","http://zelda.wikia.com/wiki/Category:Books","Color Dungeon Book","http://zelda.wikia.com/wiki/Color_Dungeon_Book","Color Dungeon Book","[]"
"1529175958-29","http://zelda.wikia.com/wiki/Category:Books","Misko's EX Journal","http://zelda.wikia.com/wiki/Misko%27s_EX_Journal","Misko's EX Journal","[{""text"":""After \""The Master Trials\"" DLC is installed, it appears on a broken shelf in building located on the southern part of the Outpost Ruins in the Hyrule Field region. When Link examines the book before reading the first page, a nameless textbox asking \""Was this book always here?\"" appears which is a reference to the fact that it can only be found in the ruins as part of the DLC.""},{""text"":""It is a diary written by the legendary bandit Misko who was originally mentioned in the non-DLC Side Quest \""Misko, the Great Bandit\"" and contains hints on how to find the historical significant outfits stolen from Hyrule Castle by Misko in the past. These outfits are all part of the \""Master Quest\"" DLC.""},{""text"":""Reading the 2nd (\""Ancient Mask\""), 3rd (\""Fairy's Clothes\""), 4th (\""Twilight Relic\""), and 5th (\""Phantasma\"") pages will update the Adventure Log entry of one of the Side Quests that said section pertains to but only if he reads that page (as it is possible to start reading from the last page allowing Link to read them in reverse order and Link can stop reading before starting another page). The final page mentions \""EX\"" which is a reference to the Treasure Chests which contain DLC items. The updated Adventure Log entries record the information contained in the diary pertaining to it, allowing Link to review it in the Adventure Log at anytime.""}]"
"1529175967-33","http://zelda.wikia.com/wiki/Category:Books","Magic Book","http://zelda.wikia.com/wiki/Magic_Book","Magic Book","[{""text"":""Iris can be found by traveling through the Dark World portal near the house. When Link gives her the Magic Book, she restores the house floating about her head to the overworld.""}]"
"1529175976-37","http://zelda.wikia.com/wiki/Category:Books","Journal of Various Worries","http://zelda.wikia.com/wiki/Journal_of_Various_Worries","Journal of Various Worries","[]"
"1529175907-6","http://zelda.wikia.com/wiki/Category:Books","The Properties Of Warp Holes","http://zelda.wikia.com/wiki/The_Properties_Of_Warp_Holes","The Properties Of Warp Holes","[]"
"1529175916-10","http://zelda.wikia.com/wiki/Category:Books","Swordsman Newsletter","http://zelda.wikia.com/wiki/Swordsman_Newsletter","Swordsman Newsletter","[{""text"":""The Swordsman Newsletter is first made available when Link fuses a Kinstone with the Postman, which causes Stamp to come up with the idea of making a newsletter. The columns are written by Swiftblade, the newsletter is published (and apparently produced) by Stamp, and Marcy handles all new subscriptions. Each new edition of the newsletter, made available when Link acquires a new Tiger Scroll, costs 200 Rupees.""},{""text"":""Some Walls Go Boom...""},{""text"":""It may look like a regular wall, but it may be something you can blow up. There's actually an easy way to tell. And I'm here to teach you! Build up the power in your sword and start stabbing the wall. If you pay attention, you'll find that some spots make a different sound!""},{""text"":""Teach us, Teacher!\nMonsters got you? Don't give up! Start mashing buttons! You might be able to escape quickly!""},{""text"":""Swiftblade's Gossip Column\nThe Magical Boomerang... Somewhere in Hyrule, you can find an incredibly handy boomerang. It's designed so you can change its direction after you throw it! Or so I've been told. But it's just a rumor...""},{""text"":""Swiftblade, Signing Off!\nThat's it for our first issue! We plan to bring you helpful questing hints every week, so check your mail! See you in issue 2! Until next time, warriors!""},{""text"":""This Year's Must-Have Item!""},{""text"":""Have you seen those sparks that move along walls? Your sword doesn't work, so maybe you've just given up fighting them. But have you tried ALL your items? Like... what about your boomerang? Give that a shot! You might be surprised at the results!""},{""text"":""Teach us, Teacher!\nMonster took your shield? Well, don't get all down about it. All hope is not lost. Beat him up quickly, and you might just get it back!""},{""text"":""Swiftblade's Gossip Column\nThe Mirror Shield... A beautiful, glimmering shield capable of reflecting monsters' shots. You can use it to turn their attacks back at them. Or so they say... But it's just a rumor...""},{""text"":""Swiftblade, Signing Off!\nIssue 2 is out the door! We've got our first reader mail! Let's answer it now! \""Hey, Swiftblade, what's your best feature?\"" That would be my eyebrows! I spend a lot of time grooming these suckers! See you in issue 3! Until next time, warriors!""},{""text"":""Got a Bone to Pick?""},{""text"":""You're sure to run into more than a few skeletons on your journey. That's why this week's newsletter is dedicated to all you bone- breakers! A good, solid whack to the head should do the trick. That's their weak spot! Try smacking them with a beam from your Cane of Pacci. You should also try your Gust Jar. That head should just pop right off! They go all to pieces once they lose their head.""},{""text"":""Teach us, Teacher!\nThose darn Bob-ombs! If you hit them with your sword, they'll run all over the place and explode! But don't you worry. This \nnewsletter's here to teach you how to cope! Your best bet is arrows! One shot can take them down! You can fire from a safe distance, too! There's also your Gust Jar... Draw them in and shoot them out, and they'll even blow up whatever they hit!""},{""text"":""Swiftblade's Gossip Column\nLight Arrows are amazing... They go through grass! They fell a monster with one strike! They're handy! They're dandy! They're a super-duper-ultra-item! Or so it seems... But it's just a rumor...""},{""text"":""Swiftblade, Signing Off!\nWe've got more reader mail this week! \""Hey, Swiftblade! How many siblings do you have?\"" There are nine of us, not counting the ghost of Swiftblade the First. I'm the oldest, but again, that's if you don't count Swiftblade the First! See you in issue 4! Until next time, warriors!!!!""},{""text"":""Seek Out the Strong!""},{""text"":""Have you ever seen a golden monster? When you fuse Kinstone pieces, you might get the rare chance to meet one. They're much stronger than the regular version of that monster. Of course, if you beat one of 'em, you'll get something REALLY good! If you see one, go fight it instantly! Just drop everything and go!""},{""text"":""Teach us, Teacher!\nCoping with a Thorny Situation. Those thorny little thorn monsters! Your sword doesn't hurt 'em at all! But if you bump 'em with your shield up, they'll totally flip! There are other ways, though. Flip 'em with a bomb! Or your Cane of Pacci! Or with a well-placed down thrust! How's that for options? Your head must be swimming at the possibilities!""},{""text"":""Swiftblade's Gossip Column\nRemote Bombs... Here's a secret: you can blow them up whenever you want! How cool is that?! Or so it seems... But it's just a rumor...""},{""text"":""Swiftblade, Signing Off!\nI went to Lon Lon Ranch the other day. I saw the ghost of Swiftblade the First defeat a cow with his bare hands! It was kind of sad, really... See you in issue 5! Until next time, warriors!!!!""},{""text"":""Fire Up That Chilly Chump!\nHave you seen a sorcerer who throws cold curses at you? Yeah, the one who keeps disappearing! That's him! Well, next time he shows up, whack him with your lantern! Fire against ice! It's the law of nature!""},{""text"":""Teach us, Teacher!\nThose pig-faced Moblins... You see them around the Minish Woods, right? They're big and dumb? Well, they're also rich! Beat one up for some quick cash!""},{""text"":""Swiftblade's Gossip Column\nA tidbit about amulets... I hear that there's a mysterious amulet that raises your abilities if you use it! Well, that's what I heard, anyway... But it's just a rumor...""},{""text"":""Swiftblade, Signing Off!\nI went to Smith's the other day. The old guy's still looking pretty good. ... ... But I AM a little concerned about the guy in green tights on the hill there... See you in issue 6! Until next time, warriors!!!!""},{""text"":""Here's What You Do!""},{""text"":""Have you seen a monster wrapped in bandages? It tries to grab you? Well, here's a pro tip: bandages burn easily, especially on a mummy! I don't have to spell this out, do I? Yeah, you know what I'm about to say! That's right, it's time to light up their world! FWOOOSH!""},{""text"":""Teach us, Teacher!\nThose heavy-handed Floor Masters... And their irritating friends, the Wall Masters... They're really annoying, but if you beat one, they say you'll be rich!! But it's just a rumor... Don't complain to me if it turns out to be wrong.""},{""text"":""Swiftblade's Gossip Column\nRupee-stealing nasties... Those Rupee-camouflaged creeps have been ripping a lot of you off lately. I've heard that you greedy adventurers are getting soaked! In fact, I hear that the greedier you are, the more it takes! Or so it seems... But it's just a rumor...""},{""text"":""Swiftblade, Signing Off!\nWe've got reader mail again! \""Hey, Swiftblade, do you have a hobby?\"" Training! See you in issue 7! Until next time, warriors!!!!""},{""text"":""For Real Swordsmen Only""},{""text"":""You know the Roll Attack, right? Yeah, the one you do midroll! I bet Grayblade told you to attack just as you finish the roll, right? Well, actually, you can do it just as you start the roll, too! But the timing is very tricky! You can do it! Hone your skill! The journey of a thousand miles begins with a single step! Or... something!""},{""text"":""Teach us, Teacher!\nCamouflaged shell-shockers... These fiends festoon themselves with grass and rocks to deceive your eyes. But you can remove their camo without trying to pick them up, you know! Hit them with that Cane of Pacci! Suck them with the Gust Jar! How do you like that!? Now you're a camo-buster!""},{""text"":""Swiftblade's Gossip Column\nThose short-fused Bob-ombs... I told you about them in issue 3, but here's another thing... Apparently they drop bombs at a higher rate than other enemies! Or so it seems... But it's just a rumor...""},{""text"":""Swiftblade, Signing Off!\nThe next one is our last issue! After that, it'll be time for me to put down my pen. As much as I like writing, I'm a teacher at heart. But I know you'll miss me when I'm gone. I'm like a star! A superstar! Issue 8, the last one, is coming soon! Hope you're looking forward to it! Until next time, warriors!!!!""},{""text"":""The Way to the Sacred Blade""},{""text"":""Have you ever wished you could unleash your Spin Attack a little faster? Or perhaps split faster? Or maybe you wanted a longer Great Spin Attack? It's only natural to want these things. Every warrior wants to be his best! So now for some good news! I haven't confirmed it, but there MAY be a way! All of these things could be yours if you only figure out how to do it!""},{""text"":""Teach us, Teacher!\nThe one-eyed statue Eyegore... You have to shoot him with an arrow to make him move... But if you beat him, he almost always drops spare arrows for you! So don't you worry about running out of arrows once you've beaten him! Just fire away!""},{""text"":""Swiftblade's Gossip Column\nArmos, fabled creations of the Minish. I hear that they drop Kinstone pieces when you beat them! Or so it seems... But it's just a rumor...""},{""text"":""Swiftblade, Signing Off!\nThat's all the news for you! If you get lonely, just come over and spar for a while! And thanks for reading! I hope you've enjoyed it as much as I have. And now, let me sign off one final time with that oh-so-familiar farewell... Until next time, warriors!!!!""}]"
"1529175929-16","http://zelda.wikia.com/wiki/Category:Books","Sheikah Slate Manual","http://zelda.wikia.com/wiki/Sheikah_Slate_Manual","Sheikah Slate Manual","[]"
"1529176049-64","http://zelda.wikia.com/wiki/Category:Books","Ancient Sky Book","http://zelda.wikia.com/wiki/Ancient_Sky_Book","Ancient Sky Book","[{""text"":""Impaz of the Hidden Village gives Link this book when she sees that he possesses the Dominion Rod. However, when Link receives the book, there are several pages missing. These pages, which contain Sky Characters, are hidden underneath Owl Statues scattered throughout Hyrule, which Link must find. The Owl Statues are in the southern section of Eldin Province in Kakariko Gorge, the north end of Bridge of Eldin, north of the Great Bridge of Hylia, southeast of Hyrule Castle Town's east exit, in the small ruins in Gerudo Desert, and northeast of Coro's home in Faron Woods. After Link shows the complete book to Shad, he reads from it. The resulting spell removes the Owl Statue's inner part, allowing Link to move the statue with the Dominion Rod to reveal a path to the Sky Cannon. After Midna moves the cannon to Lake Hylia, Fyer can repair it for 300 Rupees, giving Link access to the City in the Sky.""}]"
"1529176015-48","http://zelda.wikia.com/wiki/Category:Books","Daruk's Training Journal","http://zelda.wikia.com/wiki/Daruk%27s_Training_Journal","Daruk's Training Journal","[{""text"":""\""I'm gonna start writin' in this \""diary\"" thing startin'... now. Ugh, a diary... Maybe I'll call it my training journal. They say all ya gotta do is write down stuff that happens. Us Gorons prefer the simple life, so I hope simple stuff counts. Let's see. For today's journal entry, what should I write about? Oh, I know! I had some rock roast from the peak of Death Mountain. It was delicious! I think I'll eat more of it soon.\""""},{""text"":""\""I talked to some Hylians at the base of the mountain. All anyone wants to talk about these days is Calamity Ganon. Reminds me of when those tiny Sheikah came to Death Mountain a few years ago to dig up that Divin Beast or whatever. The Hylians were sayin' that beast thing is a weapon someone will need to learn how to control. Back in the good ol' days. Gorons didn't worry about relics we couldn't eat. Mmm... Now I'm hungry. Maybe I'll track down a prime rock roast for one of my dinners tonight!\""""},{""text"":""\""Today I saw someone bein' attacked when I was out lookin' for lunch rocks at the peak. He was a little tiny guy, so I rushed down the mountain to help him. I was shocked to find he was handy with a sword! By the time I rolled his way, he'd already taken out all the monsters! I couldn't help but admire his Goron-like strength. While I was distracted, a monster almost got the jump on me. He stopped it. The Great Daruk...saved by a tiny Hylian. I must have had a dopey look on my face when that happened. Hope he didn't notice.\""""},{""text"":""\""That little Hylian from before is named Link. He's got a respectable appetite. Loves to eat meat, fruit, vegetables... all sorts of things a decent person wouldn't dream of eating. Link will cook up and eat just about anything. I offered him some Grade A rock roast to help refine his palette. I asked him how it tasted. He like it so much, he was speechless. I knew Hylians could eat rocks too. Eating isn't the only thing Link and I have in common. The little guy is also incredibly strong! He said sometimes when he focuses, it feels like time slows down. Heh! I really like that guy. He's the type of guy you can trust to have your back and also have a nice hearty meal with. Yeah! That settles it! From now on, Link is an official brother.\""""},{""text"":""\""Hyrule's little princess came to Goron City and asked me to pilot the Divine Beast. I said yes. The Great Daruk never turns down someone in need! When I said I would, the princess seemed really happy. There will be four Champions to control four Divine Beasts, and one swordsman to take on Ganon. Including the princess, our anti-Ganon team is six strong, made up of all different kinds of people. This has the makings of an epic feast. I got the ball rollin' by giving the princess my best rock roast. She said thanks, but...I think she was holdin' back a grimace. Must have had somethin' foul on her mind.\""""},{""text"":""\""I'm a Champion now. Feels good. I hadn't talked with Link in a while, so seeing him at the inauguration ceremony was nice. It was a good day. Oh, word has it Link has been chosen as Zelda's appointed knight. I can't think of a better brother for the job. I hear one of those ancient machine things went nuts during some test and shot out deadly beams! With true Goron spirit, Link grabbed a pot lid from the ground and deflected the blast. He nailed the thing in its weak spot and saved the day. His bravery caught the king's eye, and not long after that, he was appointed to guard Zelda! I'd expect nothin' less from the little guy!\""""},{""text"":""\""I've been chosen to pilot Rudania, but I was having' trouble controlling it. I was the only Champion who was struggling. I asked Link for advice, but he just shoved me into the Divine Beast so I could explore it aimlessly all day. I can't explain it, but by the end of the day, I was able to control Rudania just how I wanted to! I guess experience is the best teacher. Little guy's strength must come from workin' hard and never givin' up. Good lesson, brother! As thanks, I'm gonna treat him to some gourmet sirloin rock.\""""},{""text"":""\""All my Hylian brother seems to do these days is watch over the tiny princess while she does her research. It looks like tough work, but the princess seems a lot happier and talks more since she's been doin' it, so it must be OK. I hear the little guy finally opened up about his troubles to the princess while they were shovelin' food. Surprisingly, she opened up right back. Said somethin' princessy like, \""I guess we're the same, you and I.\"" Hmm... Sounds heavy. They must have been bondin' over their food preferences. That'll do it, all right. Speakin' of openin' up, all this journal writin' has made me realize somethin' about myself... Writing makes me hungry.\""""}]"
"1529176032-56","http://zelda.wikia.com/wiki/Category:Books","Book of Sorcery","http://zelda.wikia.com/wiki/Book_of_Sorcery","Book of Sorcery","[{""text"":""The victory animation depicts several magical orbs flying down as Lana opens the book before promptly closing it after all the orbs fall inside the book. She then smiles and giggles briefly afterward.""},{""text"":""During certain combos, Lana will create Magic Walls or a Magic Block that Lana can use to attack enemies in a variety of ways, such as bulldozing enemies, crushing them between walls, riding on top of a magic block, charging a wall with electricity to damage nearby enemies, and detonating them via a Strong Attack.""},{""text"":""Its Focus Spirit Special Attack involves summoning 3 magic Flying Tiles to attack enemies.""},{""text"":""Lana's Books of Sorcery appear to allow her to summon blocks of magic. This is similar to what the Cane of Somaria can do, which might indicate a connection between her grimoires and that weapon, though the latter can only produce one block at a time.""}]"
"1529176042-61","http://zelda.wikia.com/wiki/Category:Books","Blue Guide Book","http://zelda.wikia.com/wiki/Blue_Guide_Book","Blue Guide Book","[{""text"":""The Blue Guide Book is only available when sailing, as it becomes the Red Guide Book on land. It is later replaced by the Hand-Me-Down Tingle Tuner.""}]"
"1529175935-19","http://zelda.wikia.com/wiki/Category:Books","Selecting The Item That's Right For You","http://zelda.wikia.com/wiki/Selecting_The_Item_That%27s_Right_For_You","Selecting The Item That's Right For You","[]"
"1529175923-13","http://zelda.wikia.com/wiki/Category:Books","Spirit's Tome","http://zelda.wikia.com/wiki/Spirit%27s_Tome","Spirit's Tome","[{""text"":""Her victory pose has her sending the orbs back into her book before proceeding to giggle.""}]"
"1529176027-54","http://zelda.wikia.com/wiki/Category:Books","Chef Aurie Taamu, Vol. 1","http://zelda.wikia.com/wiki/Chef_Aurie_Taamu,_Vol._1","Chef Aurie Taamu, Vol. 1","[]"
"1529175956-28","http://zelda.wikia.com/wiki/Category:Books","Misko's EX Journal 2","http://zelda.wikia.com/wiki/Misko%27s_EX_Journal_2","Misko's EX Journal 2","[{""text"":""After \""The Champion's Ballad\"" DLC is installed, it appears underneath a partially collapsed wall of a building located to the southwest of the Deya Village Ruins in the West Necluda region. When Link examines the book before reading the first page, a nameless textbox asking \""Was this book always here?\"" appears which is a reference to the fact that it can only be found in the ruins as part of the DLC.""},{""text"":""It is a diary written by the legendary bandit Misko who was originally mentioned in the non-DLC Side Quest \""Misko, the Great Bandit\"" and contains hints on how to find the historical significant outfits stolen from Hyrule Castle by Misko in the past. These outfits are all part of the \""Champion's Ballad\"" DLC.""},{""text"":""Reading the 2nd (\""Merchant's Hood\""), 3rd (\""Garb of Winds\""), 4th (\""Usurper King\""), and 5th (\""Dark Armor\"") pages will update the Adventure Log entry of one of the Side Quests that said section pertains to but only if he reads that page (as it is possible to start reading from the last page allowing Link to read them in reverse order and Link can stop reading before starting another page). The final page mentions \""EX 2\"" which is a reference to the Treasure Chests which contain DLC items. The updated Adventure Log entries record the information contained in the diary pertaining to it, allowing Link to review it in the Adventure Log at anytime.""}]"
"1529175902-4","http://zelda.wikia.com/wiki/Category:Books","Touching Book","http://zelda.wikia.com/wiki/Touching_Book","Touching Book","[{""text"":""The book is later taken by Maple, Syrup's apprentice. The next time Maple bumps into Link, he drops the book; she reads it and bursts into tears, leaving a Magic Oar behind.  This is part of the quest for the Noble Sword.""}]"
"1529175983-40","http://zelda.wikia.com/wiki/Category:Books","How To Handle Your Shield Like A Pro!","http://zelda.wikia.com/wiki/How_To_Handle_Your_Shield_Like_A_Pro!","How To Handle Your Shield Like A Pro!","[]"
"1529175981-39","http://zelda.wikia.com/wiki/Category:Books","Hyrule on 10 Rupees a Day","http://zelda.wikia.com/wiki/Hyrule_on_10_Rupees_a_Day","Hyrule on 10 Rupees a Day","[{""text"":""""}]"
"1529175952-26","http://zelda.wikia.com/wiki/Category:Books","Purah's Diary","http://zelda.wikia.com/wiki/Purah%27s_Diary","Purah's Diary","[{""text"":""Interestingly, Purah mentions the diary herself and during her first meeting with Link and even suggests he read it to learn story about how she ended up in a six year old body, despite insisting he shouldn't read it. If Link does read it, Purah will know and will call him on it when he speaks to her again. If Link admits he read it she commends him for his honesty. If Link lies, she will reveal she knows he is a liar. Regardless of his answers, Purah will threaten to punish him and proceed to seemingly use the Guidance Stone to delete all Runes from his Sheikah Slate and tell him to take a look, before revealing she had not deleted his runes and was simply playing a mean joke on him using her Guidance Stone impersonation.""},{""text"":""The diary provides information on Purah's activities during the Age of Burning Fields and how she ended up in a six year old body due to an experimental de-ageing rune that went to far.""},{""text"":""Date: ???""},{""text"":""Work has finally begun on my anti-aging rune. If all goes to plan, I believe it will effectively reverse the aging process. This technology will enable us to make retired warriors young again, thereby strengthening the Hyrulean army. When Calamity Ganon inevitably returns, we'll be ready. Our offense will be solid, and our defense impenetrable. The need for this tech pains me, but I truly hope to use it to attain everlasting peace for all.\""""},{""text"":""\""Date: ???""},{""text"":""The beta version of my anti-aging rune is complete. I have already added it to the Sheikah Slate I made for myself. Since I am to be the test subject of this experiment, Symin booted up the rune and directed its rays at my body. After 20 seconds of exposure, I felt extreme fatigue and broke into a fever, forcing us to cease the experiment. Unable to stay awake, I went to bed immediately. Tomorrow I will try to figure out what went awry.\""""},{""text"":""\""Anti-Aging Experimental Trial Day 2""},{""text"":""My extreme full-body fatigue has slightly improved, for which I am grateful. Still, I do not recognize the face in my mirror. My hair is thick again and floor-length. My wrinkles, once deep as trenches, have vanished without a trace. It seems the anti-aging effect works. However, I did not expect the reversal to happen so frighteningly fast. This morning I kicked Symin awake and had him run a full physical exam on me. My height, weight, vision, bone density, heart, blood… We tested everything we could, pushing our facility to its limit. Our discoveries were startling. My results were typical of a Sheikah woman in her early 50s. In other words, I reversed my age by more than 70 years in a single night. I can only hope I do not awaken to find I have the body of a newborn baby…\""""},{""text"":""\""Anti-Aging Experimental Trial Day 3""},{""text"":""I awoke with an abundance of energy. It has been decades since I slept so well. Upon waking, I immediately checked the mirror, only to be greeted by a youthful version of myself. According to Symin's examination, I have the body of a Sheikah woman in her 30s. Thirty years old… I was around that age when I was first able to continue my research following the Great Calamity. The first thing I did was try to figure out how to expand the functionality of the Sheikah Sensor. I was around 80 years old when that expansion was completed. I intend to bequeath this tech to our sleeping hero. I hope to the gods that he will be able to assist in the destruction of the Calamity that swallowed our Princess Zelda whole.\""""},{""text"":""\""Anti-Aging Experimental Trial Day 4""},{""text"":""After today´s routine physical, the results show that I have the body of a Sheikah woman in her 20s. I haven't felt this good in a century! This is all taking me back to when the Great Calamity happened… Ganon had been dormant for 10,000 years. Perhaps his power had been building all that time. The slaughter that followed was arbitrary and merciless. The destruction complete. We lost everything… Hyrule Castle, Princess Zelda… Well, perhaps not everything was lost. A youth named Link was brought to me a hundred years ago, covered in wounds and on death´s doorstep. Link… So young, yet so courageous. He was the youngest knight to have ever been appointed to the Imperial Guard at Hyrule Castle. He was also a gifted swordsman who was selected as captain of Princess Zelda's personal guard. I thought his skills would be enough to defeat Ganon in glorious fashion… Since ancient times, the royal family of Hyrule and us Sheikah researchers have had a strong bond. Their plan is our own. We took the swordsman and the Sheikah Slate Princess Zelda left behind to the Shrine of Resurrection. Although the Slumber of Restoration had not been fully tested, we decided to put the swordsman under to save his life. It was the best we could do…\""""},{""text"":""\""Anti-Aging Experimental Trial Day 5""},{""text"":""I awoke to something horrifying… a scarlet lump scarring my otherwise youthful face. After analyzing this monstrosity, I have come to the conclusion that it is just a pimple. A big one. The results of today’s physical exam indicate that my body and mind have reverted to those of a teenager. I feel like Symin looks at me differently. Which irritates me. I got angry when he insisted on running my blood test for me. I mean, really! What even! I can do it all by myself! …In any case, I wonder what experiment I should focus on next. The blue flame in the furnace outside is growing weaker by the day. I do hope the Guidance Stone doesn’t stop working…\""""},{""text"":""\""Anti-Aging Experimental Trial Day 6""},{""text"":""My age reversal has progressed further still. I now look and feel like a 6-year-old. My height has regressed so much that I can no longer reach things in high places. It’s super annoying. Where is that genius swordsman we placed in the Slumber of Restoration, anyway? Wake up, already! If he doesn’t awaken soon, my feature expansions for the Sheikah Sensor will go to waste. But even if he does manage to wake up, how can I be sure he’ll find me here? I want to go and just kick Linky awake, but I doubt Symin would help me. It’d be hard with my 6-year-old body anyway. Instead, I think I’ll begin working on a rune to un-reverse my aging process.\""""},{""text"":""\""Anti-Aging Experimental Trial Day 7""},{""text"":""This morning's exam results indicated that I am still age 6, same as yesterday. Perhaps my age-reversal has stopped. As luck would have it, today I also finished developing the beta version of an age-boosting rune! ♪ If successful, this should be able to reverse the effects of the anti-aging rune. I hope it will, anyway. All I need to do is increase the output and expose myself to its rays… However, when I tried to add this feature to the Sheikah Slate I made, I found that the Guidance Stone had stopped! What's more, the blue flame in the furnace outside has gone out! I sent Symin to the ancient furnace, but he was too clumsy and it was raining and nothing went to plan. So I had to go down there to help, but a girl in the village saw me. What a mess I've made… Not only am I unable to continue my research in this state, I can only work by the light of gas lamps. What to do…\""""},{""text"":""\""I can't believe it... Our hero, Linky, has awoken from his 100-year slumber! As expected, he has lost his memory. The Slumber of Restoration... I really should have done a test run on that thing first. Well, live and learn. In any case, he got the ancient furnace working, so now I can start my research once again. Finally!! ☆ Only a truly gifted and heroic swordsman like him could have achieved all that. ♪ Speaking of...this seems like a good opportunity to get him to do some other chores for me too, heh. ☆\""""}]"
